Country/Area,Region,Subregion,State/Province,Project Name,Unit Name,Status,Reactor Type,Model,capacity_numeric,capacity_factor,annual_generation_twh,Start Year,Retirement Year,Commercial Operation Date,Construction Start Date,Latitude,Longitude
Bulgaria,Europe,Eastern Europe,,Kozloduy nuclear power plant,5,operating,pressurized water reactor,VVER V-320,1040.0,0.9,8.19936,1988.0,,1988-12-23,1980-07-09,43.7497,23.7685
Bulgaria,Europe,Eastern Europe,,Kozloduy nuclear power plant,6,operating,pressurized water reactor,VVER V-320,1040.0,0.9,8.19936,1993.0,,1993-12-30,1982-04-01,43.7497,23.7685
Bulgaria,Europe,Eastern Europe,,Kozloduy nuclear power plant,7,pre-construction,pressurized water reactor,AP-1000,1000.0,0.85,7.446,2033.0,,2033,,43.7497,23.7685
Bulgaria,Europe,Eastern Europe,,Kozloduy nuclear power plant,8,pre-construction,pressurized water reactor,AP-1000,1000.0,0.85,7.446,2036.0,,2036,,43.7497,23.7685
Canada,Americas,Northern America,Alberta,Alberta nuclear power plant,1,announced,small modular reactor,BWRX-300,315.0,0.85,2.34549,2030.0,,2030,,53.534,-113.489
Canada,Americas,Northern America,Alberta,Alberta nuclear power plant,2,announced,small modular reactor,BWRX-300,315.0,0.85,2.34549,2030.0,,2030,,53.534,-113.489
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,A1,operating,pressurized heavy water reactor,CANDU 791,868.0,0.9,6.843312,1977.0,2042.0,1977-09-01,1971-06-01,44.3391,-81.5747
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,A2,operating,pressurized heavy water reactor,CANDU 791,836.0,0.9,6.591024,1977.0,2043.0,1977-09-01,1970-12-01,44.3391,-81.5747
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,A3,operating,pressurized heavy water reactor,CANDU 750A,865.0,0.9,6.81966,1978.0,2064.0,1978-02-01,1972-07-01,44.3391,-81.5747
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,A4,operating,pressurized heavy water reactor,CANDU 750A,868.0,0.9,6.843312,1979.0,2064.0,1979-01-18,1972-09-01,44.3391,-81.5747
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,B5,operating,pressurized heavy water reactor,CANDU 750B,872.0,0.9,6.874848,1985.0,2064.0,1985-02-28,1978-05-31,44.319,-81.6027
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,B6,operating,pressurized heavy water reactor,CANDU 750B,891.0,0.9,7.024644,1984.0,2064.0,1984-09-14,1978-01-01,44.319,-81.6027
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,B7,operating,pressurized heavy water reactor,CANDU 750B,872.0,0.9,6.874848,1986.0,2064.0,1986-04-10,1979-05-01,44.319,-81.6027
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,B8,operating,pressurized heavy water reactor,CANDU 750B,872.0,0.9,6.874848,1987.0,2064.0,1987-05-20,1979-07-30,44.319,-81.6027
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,C1,cancelled,unknown,unknown,1000.0,0.85,7.446,,,,,44.3092,-81.5895
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,C2,cancelled,unknown,unknown,1000.0,0.85,7.446,,,,,44.3092,-81.5895
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,C3,cancelled,unknown,unknown,1000.0,0.85,7.446,,,,,44.3092,-81.5895
Canada,Americas,Northern America,Ontario,Bruce nuclear power plant,C4,cancelled,unknown,unknown,1000.0,0.85,7.446,,,,,44.3092,-81.5895
Canada,Americas,Northern America,Ontario,Chalk River nuclear power plant,--,shelved,microreactor,unknown,5.0,0.85,0.03723,,,,2025,46.05001,-77.3636
Canada,Americas,Northern America,Ontario,Darlington New nuclear power plant,1,pre-construction,small modular reactor,BWRX-300,300.0,0.85,2.2338,2030.0,,2030,,43.8733,-78.7057
Canada,Americas,Northern America,Ontario,Darlington New nuclear power plant,2,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,2036.0,,2036,,43.8733,-78.7057
Canada,Americas,Northern America,Ontario,Darlington New nuclear power plant,3,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,2036.0,,2036,,43.8733,-78.7057
Canada,Americas,Northern America,Ontario,Darlington New nuclear power plant,4,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,2036.0,,2036,,43.8733,-78.7057
Canada,Americas,Northern America,Ontario,Darlington nuclear power plant,1,operating,pressurized heavy water reactor,CANDU 850,934.0,0.9,7.363656,1992.0,,1992-11-14,1982-04-01,43.8697,-78.7239
Canada,Americas,Northern America,Ontario,Darlington nuclear power plant,2,operating,pressurized heavy water reactor,CANDU 850,934.0,0.9,7.363656,1990.0,,1990-10-09,1981-09-01,43.8697,-78.7239
Canada,Americas,Northern America,Ontario,Darlington nuclear power plant,3,operating,pressurized heavy water reactor,CANDU 850,934.0,0.9,7.363656,1993.0,,1993-02-14,1984-09-01,43.8697,-78.7239
Canada,Americas,Northern America,Ontario,Darlington nuclear power plant,4,operating,pressurized heavy water reactor,CANDU 850,934.0,0.9,7.363656,1993.0,,1993-06-14,1985-07-01,43.8697,-78.7239
Canada,Americas,Northern America,Ontario,Darlington nuclear power plant,5,cancelled,pressurized water reactor,AP-1000,1200.0,0.85,8.9352,,,,,43.8697,-78.7239
Canada,Americas,Northern America,Ontario,Darlington nuclear power plant,6,cancelled,pressurized water reactor,AP-1000,1200.0,0.85,8.9352,,,,,43.8697,-78.7239
Canada,Americas,Northern America,Ontario,Douglas Point (AECL) nuclear power plant,--,retired,pressurized heavy water reactor,CANDU 200,218.0,0.85,1.623228,1968.0,1984.0,1968-09-26,1960-02-01,44.3265,-81.6006
Canada,Americas,Northern America,Quebec,Gentilly nuclear power plant,1,retired,heavy water light water reactor,HW BLWR 250,266.0,0.85,1.980636,1972.0,1977.0,1972-05-01,1966-09-01,46.3953,-72.3579
Canada,Americas,Northern America,Quebec,Gentilly nuclear power plant,2,retired,pressurized heavy water reactor,CANDU 6,675.0,0.85,5.02605,1983.0,2012.0,1983-10-01,1974-04-01,46.3955,-72.3556
Canada,Americas,Northern America,,Nanticoke nuclear power plant,1,cancelled,unknown,unknown,1350.0,0.85,10.0521,,,,,42.7995028,-80.0474458
Canada,Americas,Northern America,,Nanticoke nuclear power plant,2,cancelled,unknown,unknown,1350.0,0.85,10.0521,,,,,42.7995028,-80.0474458
Canada,Americas,Northern America,Ontario,Nuclear Power Demonstration (NPD) nuclear power plant,--,retired,pressurized heavy water reactor,CANDU,25.0,0.85,0.18615,1962.0,1987.0,1962-10-01,1958-01-01,46.1867,-77.6578
Canada,Americas,Northern America,Ontario,Pickering nuclear power plant,A1,operating,pressurized heavy water reactor,CANDU 500A,542.0,0.9,4.273128,1971.0,,1971-07-29,1966-06-01,43.8107,-79.0689
Canada,Americas,Northern America,Ontario,Pickering nuclear power plant,A2,retired,pressurized heavy water reactor,CANDU 500A,542.0,0.85,4.035732,1971.0,2007.0,1971-12-30,1966-09-01,43.8107,-79.0689
Canada,Americas,Northern America,Ontario,Pickering nuclear power plant,A3,retired,pressurized heavy water reactor,CANDU 500A,542.0,0.85,4.035732,1972.0,2008.0,1972-06-01,1967-12-01,43.8107,-79.0689
Canada,Americas,Northern America,Ontario,Pickering nuclear power plant,A4,operating,pressurized heavy water reactor,CANDU 500A,542.0,0.9,4.273128,1973.0,,1973-06-17,1968-05-01,43.8107,-79.0689
Canada,Americas,Northern America,Ontario,Pickering nuclear power plant,B5,operating,pressurized heavy water reactor,CANDU 500B,540.0,0.9,4.25736,1983.0,,1983-05-10,1974-11-01,43.8096,-79.0639
Canada,Americas,Northern America,Ontario,Pickering nuclear power plant,B6,operating,pressurized heavy water reactor,CANDU 500B,540.0,0.9,4.25736,1984.0,,1984-02-01,1975-10-01,43.8096,-79.0639
Canada,Americas,Northern America,Ontario,Pickering nuclear power plant,B7,operating,pressurized heavy water reactor,CANDU 500B,540.0,0.9,4.25736,1985.0,,1985-01-01,1976-03-01,43.8096,-79.0639
Canada,Americas,Northern America,Ontario,Pickering nuclear power plant,B8,operating,pressurized heavy water reactor,CANDU 500B,540.0,0.9,4.25736,1986.0,,1986-02-28,1976-09-01,43.8096,-79.0639
Canada,Americas,Northern America,New Brunswick,Point Lepreau nuclear power plant,1,operating,pressurized heavy water reactor,CANDU 6,705.0,0.9,5.55822,1983.0,2040.0,1983-02-01,1975-05-01,45.0686,-66.4543
Canada,Americas,Northern America,New Brunswick,Point Lepreau nuclear power plant,2,cancelled,unknown,unknown,1100.0,0.85,8.1906,,,,,45.0686,-66.4543
Canada,Americas,Northern America,New Brunswick,Point Lepreau nuclear power plant,SMR 1,pre-construction,small modular reactor,ARC-100,100.0,0.85,0.7446,2029.0,,2029,,45.0686,-66.4543
Canada,Americas,Northern America,New Brunswick,Point Lepreau nuclear power plant,SMR 2,announced,molten salt reactor,SSR-W,300.0,0.85,2.2338,2030.0,,2030,,45.0686,-66.4543
Canada,Americas,Northern America,,Prodigy nuclear power plant,--,announced,microreactor,unknown,5.0,0.85,0.03723,,,,,45.559545,-73.6068236
Canada,Americas,Northern America,Saskatchewan,Saskatchewan nuclear power plant,1,cancelled,unknown,unknown,1000.0,0.85,7.446,,,,,54.6554079,-106.1225941
Canada,Americas,Northern America,Saskatchewan,Saskatchewan nuclear power plant,2,cancelled,unknown,unknown,1000.0,0.85,7.446,,,,,54.6554079,-106.1225941
Canada,Americas,Northern America,Saskatchewan,Saskatchewan Research Council nuclear power plant,--,announced,microreactor,eVinci,5.0,0.85,0.03723,2029.0,,2029,,54.3075888,-105.9937511
Canada,Americas,Northern America,Saskatchewan,Saskatchewan SMR nuclear power plant,--,announced,boiling water reactor,BWRX-300,300.0,0.85,2.2338,2035.0,,2035,,49.0223979,-102.9873541
Canada,Americas,Northern America,Alberta,Whitemud nuclear power plant,1,cancelled,pressurized heavy water reactor,ACR-1000,1100.0,0.85,8.1906,,,,,55.4661555,-117.4172659
Canada,Americas,Northern America,Alberta,Whitemud nuclear power plant,2,cancelled,pressurized heavy water reactor,ACR-1000,1100.0,0.85,8.1906,,,,,55.4661555,-117.4172659
China,Asia,Eastern Asia,Anhui,Anhui Wuhu nuclear power plant,1-1,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,31.1123,118.0171
China,Asia,Eastern Asia,Anhui,Anhui Wuhu nuclear power plant,1-2,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,31.1123,118.0171
China,Asia,Eastern Asia,Anhui,Anhui Wuhu nuclear power plant,2-3,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,31.1123,118.0171
China,Asia,Eastern Asia,Anhui,Anhui Wuhu nuclear power plant,2-4,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,31.1123,118.0171
China,Asia,Eastern Asia,Guangxi,Bailong nuclear power plant,1-1,pre-construction,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,2026.0,,2026,,21.506512,108.224169
China,Asia,Eastern Asia,Guangxi,Bailong nuclear power plant,1-2,pre-construction,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,2027.0,,2027,,21.506512,108.224169
China,Asia,Eastern Asia,Guangxi,Bailong nuclear power plant,3,announced,pressurized water reactor,CAP1400,1400.0,0.85,10.4244,,,,,21.506512,108.224169
China,Asia,Eastern Asia,Guangxi,Bailong nuclear power plant,4,announced,pressurized water reactor,CAP1400,1400.0,0.85,10.4244,,,,,21.506512,108.224169
China,Asia,Eastern Asia,Guangxi,Bailong nuclear power plant,5,announced,pressurized water reactor,CAP1400,1400.0,0.85,10.4244,,,,,21.506512,108.224169
China,Asia,Eastern Asia,Guangxi,Bailong nuclear power plant,6,announced,pressurized water reactor,CAP1400,1400.0,0.85,10.4244,,,,,21.506512,108.224169
China,Asia,Eastern Asia,Zhejiang,Cangnan San'ao nuclear power plant,1-1,construction,pressurized water reactor,HPR-1000,1210.0,0.85,9.00966,2025.0,,2025,2020-12-31,27.200205,120.515734
China,Asia,Eastern Asia,Zhejiang,Cangnan San'ao nuclear power plant,1-2,construction,pressurized water reactor,HPR-1000,1210.0,0.85,9.00966,2026.0,,2026,2021-12-30,27.200205,120.515734
China,Asia,Eastern Asia,Zhejiang,Cangnan San'ao nuclear power plant,2-3,pre-construction,pressurized water reactor,HPR-1000,1150.0,0.85,8.5629,,,,,27.200205,120.515734
China,Asia,Eastern Asia,Zhejiang,Cangnan San'ao nuclear power plant,2-4,pre-construction,pressurized water reactor,HPR-1000,1150.0,0.85,8.5629,,,,,27.200205,120.515734
China,Asia,Eastern Asia,Zhejiang,Cangnan San'ao nuclear power plant,3-5,announced,pressurized water reactor,HPR-1000,1150.0,0.85,8.5629,,,,,27.200205,120.515734
China,Asia,Eastern Asia,Zhejiang,Cangnan San'ao nuclear power plant,3-6,announced,pressurized water reactor,HPR-1000,1150.0,0.85,8.5629,,,,,27.200205,120.515734
China,Asia,Eastern Asia,Liaoning,CGN Bohai ACPR50S nuclear power plant,1,cancelled - inferred 4 y,small modular reactor,unknown,60.0,0.85,0.44676,,,,,39.765321,119.8094
China,Asia,Eastern Asia,Hunan,Changde nuclear power plant,1-1,cancelled - inferred 4 y,unknown,unknown,1000.0,0.85,7.446,,,,,28.9188,111.49301
China,Asia,Eastern Asia,Hunan,Changde nuclear power plant,1-2,cancelled - inferred 4 y,unknown,unknown,1000.0,0.85,7.446,,,,,28.9188,111.49301
China,Asia,Eastern Asia,Hunan,Changde nuclear power plant,3,cancelled - inferred 4 y,unknown,unknown,1000.0,0.85,7.446,,,,,28.9188,111.49301
China,Asia,Eastern Asia,Hunan,Changde nuclear power plant,4,cancelled - inferred 4 y,unknown,unknown,1000.0,0.85,7.446,,,,,28.9188,111.49301
China,Asia,Eastern Asia,Hainan,Changjiang nuclear power plant,1,operating,pressurized water reactor,CNP-600,650.0,0.9,5.1246,2015.0,,2015-12-25,2010-04-25,19.459133,108.896271
China,Asia,Eastern Asia,Hainan,Changjiang nuclear power plant,2,operating,pressurized water reactor,CNP-600,650.0,0.9,5.1246,2016.0,,2016-08-12,2010-11-21,19.459133,108.896271
China,Asia,Eastern Asia,Hainan,Changjiang nuclear power plant,3,construction,pressurized water reactor,HPR-1000,1197.0,0.85,8.912862,2026.0,,2026,2020,19.459133,108.896271
China,Asia,Eastern Asia,Hainan,Changjiang nuclear power plant,4,construction,pressurized water reactor,HPR-1000,1200.0,0.85,8.9352,2026.0,,2026,2021,19.459133,108.896271
China,Asia,Eastern Asia,Hebei,Chengde nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,unknown,1250.0,0.85,9.3075,,,,,40.4382,118.3576
China,Asia,Eastern Asia,Hebei,Chengde nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,unknown,1250.0,0.85,9.3075,,,,,40.4382,118.3576
China,Asia,Eastern Asia,Hebei,Chengde nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,unknown,1250.0,0.85,9.3075,,,,,40.4382,118.3576
China,Asia,Eastern Asia,Hebei,Chengde nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,unknown,1250.0,0.85,9.3075,,,,,40.4382,118.3576
China,Asia,Eastern Asia,Shandong,CNNC ACP100S nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,ACP-100S,125.0,0.85,0.93075,,,,,37.49364,121.4435
China,Asia,Eastern Asia,Shandong,CNNC ACP100S nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,ACP-100S,125.0,0.85,0.93075,,,,,37.49364,121.4435
China,Asia,Eastern Asia,Shandong,CNNC ACP100S nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,ACP-100S,125.0,0.85,0.93075,,,,,37.49364,121.4435
China,Asia,Eastern Asia,Shandong,CNNC ACP100S nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,ACP-100S,125.0,0.85,0.93075,,,,,37.49364,121.4435
China,Asia,Eastern Asia,Guangdong,Daya Bay nuclear power plant,1,operating,pressurized water reactor,M310,984.0,0.9,7.757856,1994.0,,1994-02-01,1987-08-07,22.59801,114.5434
China,Asia,Eastern Asia,Guangdong,Daya Bay nuclear power plant,2,operating,pressurized water reactor,M310,1026.0,0.9,8.088984,1994.0,,1994-05-06,1988-04-07,22.59801,114.5434
China,Asia,Eastern Asia,Liaoning,Donggang nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,unknown,1150.0,0.85,8.5629,,,,,39.7895,123.5988
China,Asia,Eastern Asia,Liaoning,Donggang nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,unknown,1150.0,0.85,8.5629,,,,,39.7895,123.5988
China,Asia,Eastern Asia,Liaoning,Donggang nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,unknown,1150.0,0.85,8.5629,,,,,39.7895,123.5988
China,Asia,Eastern Asia,Liaoning,Donggang nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,unknown,1150.0,0.85,8.5629,,,,,39.7895,123.5988
China,Asia,Eastern Asia,Guangxi,Fangchenggang nuclear power plant,1-1,operating,pressurized water reactor,CPR-1000,1086.0,0.9,8.562024,2016.0,,2016-01-01,2010-07-30,21.669663,108.557081
China,Asia,Eastern Asia,Guangxi,Fangchenggang nuclear power plant,1-2,operating,pressurized water reactor,CPR-1000,1086.0,0.9,8.562024,2016.0,,2016-10-01,2010-12-23,21.669663,108.557081
China,Asia,Eastern Asia,Guangxi,Fangchenggang nuclear power plant,2-3,operating,pressurized water reactor,HPR-1000,1180.0,0.9,9.30312,2023.0,,2023-03-25,2015-12-24,21.669663,108.557081
China,Asia,Eastern Asia,Guangxi,Fangchenggang nuclear power plant,2-4,operating,pressurized water reactor,HPR-1000,1180.0,0.9,9.30312,2024.0,,2024,2016-12-23,21.669663,108.557081
China,Asia,Eastern Asia,Guangxi,Fangchenggang nuclear power plant,3-5,pre-construction,pressurized water reactor,HPR-1000,1150.0,0.85,8.5629,,,,,21.669663,108.557081
China,Asia,Eastern Asia,Guangxi,Fangchenggang nuclear power plant,3-6,pre-construction,pressurized water reactor,HPR-1000,1150.0,0.85,8.5629,,,,,21.669663,108.557081
China,Asia,Eastern Asia,Zhejiang,Fangjiashan nuclear power plant,1,operating,pressurized water reactor,CPR-1000,1089.0,0.9,8.585676,2014.0,,2014-12-15,2008-12-26,30.441069,120.942102
China,Asia,Eastern Asia,Zhejiang,Fangjiashan nuclear power plant,2,operating,pressurized water reactor,CPR-1000,1089.0,0.9,8.585676,2015.0,,2015-02-12,2009-07-17,30.441069,120.942102
China,Asia,Eastern Asia,Chongqing,Fuling nuclear power plant,1,cancelled - inferred 4 y,unknown,AP-1000,1250.0,0.85,9.3075,,,,,29.85131,107.5308
China,Asia,Eastern Asia,Chongqing,Fuling nuclear power plant,2,cancelled - inferred 4 y,unknown,AP-1000,1250.0,0.85,9.3075,,,,,29.85131,107.5308
China,Asia,Eastern Asia,Chongqing,Fuling nuclear power plant,3,cancelled - inferred 4 y,unknown,AP-1000,1250.0,0.85,9.3075,,,,,29.85131,107.5308
China,Asia,Eastern Asia,Chongqing,Fuling nuclear power plant,4,cancelled - inferred 4 y,unknown,AP-1000,1250.0,0.85,9.3075,,,,,29.85131,107.5308
China,Asia,Eastern Asia,Fujian,Fuqing nuclear power plant,1,operating,pressurized water reactor,CNP-1000,1089.0,0.9,8.585676,2014.0,,2014-11-22,2008,25.4403,119.4426
China,Asia,Eastern Asia,Fujian,Fuqing nuclear power plant,2,operating,pressurized water reactor,CNP-1000,1089.0,0.9,8.585676,2015.0,,2015-10-16,2009,25.4403,119.4426
China,Asia,Eastern Asia,Fujian,Fuqing nuclear power plant,3,operating,pressurized water reactor,CNP-1000,1089.0,0.9,8.585676,2016.0,,2016-10-24,2010-12-31,25.4403,119.4426
China,Asia,Eastern Asia,Fujian,Fuqing nuclear power plant,4,operating,pressurized water reactor,CNP-1000,1089.0,0.9,8.585676,2017.0,,2017-09-17,2012-11-17,25.4403,119.4426
China,Asia,Eastern Asia,Fujian,Fuqing nuclear power plant,5,operating,pressurized water reactor,HPR-1000,1161.0,0.9,9.153324,2021.0,,2021-01-29,2015-05-07,25.4403,119.4426
China,Asia,Eastern Asia,Fujian,Fuqing nuclear power plant,6,operating,pressurized water reactor,HPR-1000,1150.0,0.9,9.0666,2022.0,,2022-03-25,2015-12-22,25.4403,119.4426
China,Asia,Eastern Asia,Jiangxi,Ganzhou nuclear power plant,1-1,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,25.82845,114.9461
China,Asia,Eastern Asia,Jiangxi,Ganzhou nuclear power plant,1-2,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,25.82845,114.9461
China,Asia,Eastern Asia,Jiangxi,Ganzhou nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,25.82845,114.9461
China,Asia,Eastern Asia,Jiangxi,Ganzhou nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,25.82845,114.9461
China,Asia,Eastern Asia,Hubei,Guangshui nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,31.617,113.826
China,Asia,Eastern Asia,Hubei,Guangshui nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,31.617,113.826
China,Asia,Eastern Asia,Hubei,Guangshui nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,31.617,113.826
China,Asia,Eastern Asia,Hubei,Guangshui nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,31.617,113.826
China,Asia,Eastern Asia,Guizhou,Guizhou Small Reactor nuclear power plant,1,cancelled - inferred 4 y,unknown,unknown,100.0,0.85,0.7446,,,,,27.7373,109.1852
China,Asia,Eastern Asia,Guizhou,Guizhou Small Reactor nuclear power plant,2,cancelled - inferred 4 y,unknown,unknown,100.0,0.85,0.7446,,,,,27.7373,109.1852
China,Asia,Eastern Asia,Guangdong,Haifeng nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,22.7913,115.1827
China,Asia,Eastern Asia,Guangdong,Haifeng nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,22.7913,115.1827
China,Asia,Eastern Asia,Hebei,Haixing nuclear power plant,1-1,announced,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,38.13483,117.722706
China,Asia,Eastern Asia,Hebei,Haixing nuclear power plant,1-2,announced,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,38.13483,117.722706
China,Asia,Eastern Asia,Hebei,Haixing nuclear power plant,3,announced,pressurized water reactor,unknown,1250.0,0.85,9.3075,,,,,38.13483,117.722706
China,Asia,Eastern Asia,Hebei,Haixing nuclear power plant,4,announced,pressurized water reactor,unknown,1250.0,0.85,9.3075,,,,,38.13483,117.722706
China,Asia,Eastern Asia,Hebei,Haixing nuclear power plant,5,announced,pressurized water reactor,unknown,1250.0,0.85,9.3075,,,,,38.13483,117.722706
China,Asia,Eastern Asia,Hebei,Haixing nuclear power plant,6,announced,pressurized water reactor,unknown,1250.0,0.85,9.3075,,,,,38.13483,117.722706
China,Asia,Eastern Asia,Shandong,Haiyang nuclear power plant,1-1,operating,pressurized water reactor,AP-1000,1250.0,0.9,9.855,2018.0,,2018-10-22,2009-09-24,36.708698,121.377983
China,Asia,Eastern Asia,Shandong,Haiyang nuclear power plant,1-2,operating,pressurized water reactor,AP-1000,1250.0,0.9,9.855,2019.0,,2019-01-09,2010-06-20,36.708698,121.377983
China,Asia,Eastern Asia,Shandong,Haiyang nuclear power plant,2-3,construction,pressurized water reactor,CAP1000,1253.0,0.85,9.329838,2027.0,,2027,2022-07-07,36.708698,121.377983
China,Asia,Eastern Asia,Shandong,Haiyang nuclear power plant,2-4,construction,pressurized water reactor,CAP1000,1253.0,0.85,9.329838,2027.0,,2027,2023-04-25,36.708698,121.377983
China,Asia,Eastern Asia,Shandong,Haiyang nuclear power plant,3-5,pre-construction,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,2028.0,,2028,,36.708698,121.377983
China,Asia,Eastern Asia,Shandong,Haiyang nuclear power plant,3-6,pre-construction,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,36.708698,121.377983
China,Asia,Eastern Asia,Liaoning,Hengren nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,41.2832,125.3401
China,Asia,Eastern Asia,Liaoning,Hengren nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,41.2832,125.3401
China,Asia,Eastern Asia,Liaoning,Hengren nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,41.2832,125.3401
China,Asia,Eastern Asia,Liaoning,Hengren nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,CAP1000,1250.0,0.85,9.3075,,,,,41.2832,125.3401
China,Asia,Eastern Asia,Hunan,Hengyang nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1000.0,0.85,7.446,,,,,26.6393,112.4307
China,Asia,Eastern Asia,Hunan,Hengyang nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1000.0,0.85,7.446,,,,,26.6393,112.4307
China,Asia,Eastern Asia,Hunan,Hengyang nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1000.0,0.85,7.446,,,,,26.6393,112.4307
China,Asia,Eastern Asia,Hunan,Hengyang nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,AP-1000,1000.0,0.85,7.446,,,,,26.6393,112.4307
China,Asia,Eastern Asia,Guangdong,Heyuan nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,unknown,1000.0,0.85,7.446,,,,,24.0987,115.2447
China,Asia,Eastern Asia,Guangdong,Heyuan nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,unknown,1000.0,0.85,7.446,,,,,24.0987,115.2447
China,Asia,Eastern Asia,Guangdong,Heyuan nuclear power plant,3,cancelled - inferred 4 y,pressurized water reactor,unknown,1000.0,0.85,7.446,,,,,24.0987,115.2447
China,Asia,Eastern Asia,Guangdong,Heyuan nuclear power plant,4,cancelled - inferred 4 y,pressurized water reactor,unknown,1000.0,0.85,7.446,,,,,24.0987,115.2447
China,Asia,Eastern Asia,Liaoning,Hongyanhe nuclear power plant,1-1,operating,pressurized water reactor,CPR-1000,1119.0,0.9,8.822196,2013.0,,2013-06-06,2007-08-18,39.7964,121.4774
China,Asia,Eastern Asia,Liaoning,Hongyanhe nuclear power plant,1-2,operating,pressurized water reactor,CPR-1000,1119.0,0.9,8.822196,2014.0,,2014-05-13,2008-03-28,39.7964,121.4774
China,Asia,Eastern Asia,Liaoning,Hongyanhe nuclear power plant,1-3,operating,pressurized water reactor,CPR-1000,1119.0,0.9,8.822196,2015.0,,2015-08-16,2009-03-07,39.7964,121.4774
China,Asia,Eastern Asia,Liaoning,Hongyanhe nuclear power plant,1-4,operating,pressurized water reactor,CPR-1000,1119.0,0.9,8.822196,2016.0,,2016-06-08,2009-08-15,39.7964,121.4774
China,Asia,Eastern Asia,Liaoning,Hongyanhe nuclear power plant,2-5,operating,pressurized water reactor,ACPR-1000,1119.0,0.9,8.822196,2021.0,,2021-07-31,2015-03-29,39.7964,121.4774
