Country/Area,Region,Subregion,State/Province,Project Name,Unit Name,Status,Reactor Type,Model,capacity_numeric,capacity_factor,annual_generation_twh,Start Year,Retirement Year,Commercial Operation Date,Construction Start Date,Latitude,Longitude
Japan,Asia,Eastern Asia,,Tomari nuclear power plant,1,mothballed,pressurized water reactor,M (2-loop),579.0,0.85,4.311234,1989.0,,1989-06-22,1985-04-18,43.0367,140.5125
Japan,Asia,Eastern Asia,,Tomari nuclear power plant,2,mothballed,pressurized water reactor,M (2-loop),579.0,0.85,4.311234,1991.0,,1991-04-12,1985-06-13,43.0367,140.5125
Japan,Asia,Eastern Asia,,Tomari nuclear power plant,3,mothballed,pressurized water reactor,M (3-loop),912.0,0.85,6.790752,2009.0,,2009-12-22,2004-11-18,43.0367,140.5125
Japan,Asia,Eastern Asia,,Tsuruga nuclear power plant,1,retired,boiling water reactor,BWR-2,357.0,0.85,2.658222,1970.0,2015.0,1970-03-14,1966-11-24,35.7506,136.0197
Japan,Asia,Eastern Asia,,Tsuruga nuclear power plant,2,mothballed,pressurized water reactor,M (4-loop),1160.0,0.85,8.63736,1987.0,,1987-02-17,1982-11-06,35.7506,136.0197
Japan,Asia,Eastern Asia,,Tsuruga nuclear power plant,3,shelved,pressurized water reactor,Mitsubishi advanced pressurized water reactor (APWR),1538.0,0.85,11.451948,,,,,35.7506,136.0197
Japan,Asia,Eastern Asia,,Tsuruga nuclear power plant,4,shelved,pressurized water reactor,Mitsubishi advanced pressurized water reactor (APWR),1538.0,0.85,11.451948,,,,,35.7506,136.0197
Jordan,Asia,Western Asia,Zarqa Governorate,Qasr-Amra nuclear power plant,1,cancelled,pressurized water reactor,VVER V-1000,1060.0,0.85,7.89276,,,,,31.8328,36.8237
Jordan,Asia,Western Asia,Zarqa Governorate,Qasr-Amra nuclear power plant,2,cancelled,pressurized water reactor,VVER V-1000,1060.0,0.85,7.89276,,,,,31.8328,36.8237
Kazakhstan,Asia,Central Asia,Mangystau Region,Aktau nuclear power plant,--,retired,fast breeder reactor,BN-350,90.0,0.85,0.67014,1973.0,1999.0,1973-07-16,1964-10-01,43.6092,51.28201
Kazakhstan,Asia,Central Asia,,Balkhash nuclear power plant,1,announced,unknown,unknown,1200.0,0.85,8.9352,,,,,46.859266,74.9729668
Kazakhstan,Asia,Central Asia,,Balkhash nuclear power plant,2,announced,unknown,unknown,1200.0,0.85,8.9352,,,,,46.859266,74.9729668
Kazakhstan,Asia,Central Asia,,Balkhash nuclear power plant,3,announced,unknown,unknown,1200.0,0.85,8.9352,,,,,46.859266,74.9729668
Kazakhstan,Asia,Central Asia,,Balkhash nuclear power plant,4,announced,unknown,unknown,1200.0,0.85,8.9352,,,,,46.859266,74.9729668
Kazakhstan,Asia,Central Asia,East Kazakhstan,Kurchatov nuclear power plant,1,announced,unknown,unknown,1200.0,0.85,8.9352,,,,,50.7543,78.5322
Kazakhstan,Asia,Central Asia,East Kazakhstan,Kurchatov nuclear power plant,2,announced,unknown,unknown,1200.0,0.85,8.9352,,,,,50.7543,78.5322
Kazakhstan,Asia,Central Asia,Almaty Region,Ulken nuclear power plant,1,announced,pressurized water reactor,VVER-1200,1200.0,0.85,8.9352,2035.0,,2035,,45.2157,73.9596
Kazakhstan,Asia,Central Asia,Almaty Region,Ulken nuclear power plant,2,announced,pressurized water reactor,VVER-1200,1200.0,0.85,8.9352,2035.0,,2035,,45.2157,73.9596
Kenya,Africa,Sub-Saharan Africa,,Siaya nuclear power plant,--,announced,unknown,unknown,1000.0,0.85,7.446,2034.0,,2034,,-0.3849885,34.28406
Kenya,Africa,Sub-Saharan Africa,,Tana River nuclear power plant,1,pre-construction,unknown,unknown,1000.0,0.85,7.446,2034.0,,2034,,-4.1803391,39.4627833
Kenya,Africa,Sub-Saharan Africa,,Tana River nuclear power plant,2,pre-construction,unknown,unknown,1000.0,0.85,7.446,2035.0,,2035,,-4.1803391,39.4627833
Kenya,Africa,Sub-Saharan Africa,,Tana River nuclear power plant,3,pre-construction,unknown,unknown,1000.0,0.85,7.446,2035.0,,2035,,-4.1803391,39.4627833
Kenya,Africa,Sub-Saharan Africa,,Tana River nuclear power plant,4,pre-construction,unknown,unknown,1000.0,0.85,7.446,2035.0,,2035,,-4.1803391,39.4627833
Kyrgyzstan,Asia,Central Asia,Chui region,Kyrgyzstan nuclear power plant,1,announced,pressurized water reactor,RITM-200N,55.0,0.85,0.40953,,,,,42.879828,74.847746
Kyrgyzstan,Asia,Central Asia,Chui region,Kyrgyzstan nuclear power plant,2,announced,pressurized water reactor,RITM-200N,55.0,0.85,0.40953,,,,,42.879828,74.847746
Lithuania,Europe,Northern Europe,Utena County,Ignalina nuclear power plant,1,retired,light water graphite reactor,RBMK-1500,1300.0,0.85,9.6798,1985.0,2004.0,1985-05-01,1977-05-01,55.6023,26.5598
Lithuania,Europe,Northern Europe,Utena County,Ignalina nuclear power plant,2,retired,light water graphite reactor,RBMK-1500,1300.0,0.85,9.6798,1987.0,2009.0,1987-12-01,1978-01-01,55.6023,26.5598
Lithuania,Europe,Northern Europe,Utena County,Visaginas nuclear power plant,1,cancelled,boiling water reactor,unknown,1350.0,0.85,10.0521,,,,,55.6062,26.5762
Lithuania,Europe,Northern Europe,Utena County,Visaginas nuclear power plant,2,cancelled,boiling water reactor,unknown,1350.0,0.85,10.0521,,,,,55.6062,26.5762
Mexico,Americas,Latin America and the Caribbean,Veracruz,Laguna Verde nuclear power plant,1,operating,boiling water reactor,BWR-5,805.0,0.9,6.34662,1990.0,,1990-07-28,1976-09-30,19.7208,-96.4064
Mexico,Americas,Latin America and the Caribbean,Veracruz,Laguna Verde nuclear power plant,2,operating,boiling water reactor,BWR-5,803.0,0.9,6.330852,1995.0,,1995-04-10,1977-06-01,19.7208,-96.4064
Mexico,Americas,Latin America and the Caribbean,Veracruz,Laguna Verde nuclear power plant,3,cancelled - inferred 4 y,unknown,unknown,1400.0,0.85,10.4244,,,,,19.7208,-96.4064
Mexico,Americas,Latin America and the Caribbean,Veracruz,Laguna Verde nuclear power plant,4,cancelled - inferred 4 y,unknown,unknown,1400.0,0.85,10.4244,,,,,19.7208,-96.4064
Netherlands,Europe,Western Europe,Zeeland,Borssele nuclear power plant,1,operating,pressurized water reactor,KWU 2LP,515.0,0.9,4.06026,1973.0,2033.0,1973-10-26,1969-07-01,51.4312,3.7174
Netherlands,Europe,Western Europe,Zeeland,Borssele nuclear power plant,2,pre-construction,pressurized water reactor,unknown,1650.0,0.85,12.2859,2035.0,,2035,,51.4312,3.7174
Netherlands,Europe,Western Europe,Zeeland,Borssele nuclear power plant,3,pre-construction,pressurized water reactor,unknown,1650.0,0.85,12.2859,2035.0,,2035,,51.4312,3.7174
Netherlands,Europe,Western Europe,Gelderland,Dodewaard nuclear power plant,--,retired,boiling water reactor,GE design,60.0,0.85,0.44676,1969.0,1997.0,1969-03-26,1965-05-01,51.8998,5.6868
Nigeria,Africa,Sub-Saharan Africa,Kogi,Geregu nuclear power plant,1,shelved - inferred 2 y,unknown,unknown,1200.0,0.85,8.9352,,,,,7.5649,6.6847
Nigeria,Africa,Sub-Saharan Africa,Kogi,Geregu nuclear power plant,2,shelved - inferred 2 y,unknown,unknown,1200.0,0.85,8.9352,,,,,7.5649,6.6847
Nigeria,Africa,Sub-Saharan Africa,Akwa Ibom,Itu nuclear power plant,1,shelved - inferred 2 y,unknown,unknown,1200.0,0.85,8.9352,,,,,5.2016,7.9861
Nigeria,Africa,Sub-Saharan Africa,Akwa Ibom,Itu nuclear power plant,2,shelved - inferred 2 y,unknown,unknown,1200.0,0.85,8.9352,,,,,5.2016,7.9861
North Korea,Asia,Eastern Asia,North Pyongan,Nyongbyon nuclear power plant,1,operating,gas-cooled reactor,MAGNOX,5.0,0.9,0.03942,1985.0,,1985,1980,39.7974,125.7549
North Korea,Asia,Eastern Asia,North Pyongan,Nyongbyon nuclear power plant,2,cancelled,gas-cooled reactor,MAGNOX,50.0,0.85,0.3723,,,,,39.7886,125.7622
North Korea,Asia,Eastern Asia,North Pyongan,Nyongbyon nuclear power plant,3,construction,light water graphite reactor,unknown,30.0,0.85,0.22338,,,,2009,39.7959,125.7551
North Korea,Asia,Eastern Asia,South Hamgyong,Sinpo nuclear power plant,1,cancelled,pressurized water reactor,unknown,1000.0,0.85,7.446,,,,1990,40.0947,128.3409
North Korea,Asia,Eastern Asia,South Hamgyong,Sinpo nuclear power plant,2,cancelled,pressurized water reactor,unknown,1000.0,0.85,7.446,,,,1990,40.0947,128.3409
North Korea,Asia,Eastern Asia,North Pyongan,Taechon nuclear power plant,--,cancelled,gas-cooled reactor,unknown,200.0,0.85,1.4892,,,,1989,39.9277,125.5694
Norway,Europe,Northern Europe,,Norsk Kjernekraft nuclear power plant,1,announced,unknown,unknown,300.0,0.85,2.2338,,,,,59.122087,11.362218
Norway,Europe,Northern Europe,,Norsk Kjernekraft nuclear power plant,2,announced,unknown,unknown,300.0,0.85,2.2338,,,,,59.122087,11.362218
Norway,Europe,Northern Europe,,Norsk Kjernekraft nuclear power plant,3,announced,unknown,unknown,300.0,0.85,2.2338,,,,,59.122087,11.362218
Norway,Europe,Northern Europe,,Norsk Kjernekraft nuclear power plant,4,announced,unknown,unknown,300.0,0.85,2.2338,,,,,59.122087,11.362218
Pakistan,Asia,Southern Asia,Punjab,Chashma nuclear power plant,1,operating,pressurized water reactor,CNP-300,325.0,0.9,2.5623,2000.0,,2000-09-15,1993-08-01,32.392,71.4616
Pakistan,Asia,Southern Asia,Punjab,Chashma nuclear power plant,2,operating,pressurized water reactor,CNP-300,325.0,0.9,2.5623,2011.0,,2011-05-18,2005-12-28,32.392,71.4616
Pakistan,Asia,Southern Asia,Punjab,Chashma nuclear power plant,3,operating,pressurized water reactor,CNP-300,340.0,0.9,2.68056,2016.0,,2016-12-06,2011-05-28,32.392,71.4616
Pakistan,Asia,Southern Asia,Punjab,Chashma nuclear power plant,4,operating,pressurized water reactor,CNP-300,340.0,0.9,2.68056,2017.0,,2017-09-19,2011-12-18,32.392,71.4616
Pakistan,Asia,Southern Asia,Punjab,Chashma nuclear power plant,5,construction,pressurized water reactor,Hualong One,1200.0,0.85,8.9352,2030.0,,2030,2024-12-30,32.392,71.4616
Pakistan,Asia,Southern Asia,Sindh,Karachi nuclear power plant,1,retired,pressurized heavy water reactor,CANDU-137 MW,100.0,0.85,0.7446,1972.0,2021.0,1972-12-07,1966-08-01,24.845,66.7888
Pakistan,Asia,Southern Asia,Sindh,Karachi nuclear power plant,2,operating,pressurized water reactor,ACP-1000,1100.0,0.9,8.6724,2021.0,,2021-05-21,2015-08-20,24.845,66.7888
Pakistan,Asia,Southern Asia,Sindh,Karachi nuclear power plant,3,operating,pressurized water reactor,ACP-1000,1100.0,0.9,8.6724,2022.0,,2022-04-18,2016-05-31,24.845,66.7888
Panama,Americas,Latin America and the Caribbean,Colón,MH-1A nuclear power plant,--,retired,pressurized water reactor,unknown,10.0,0.85,0.07446,1968.0,1977.0,1968,,9.2647,-79.92701
Philippines,Asia,South-eastern Asia,Bataan,Bataan nuclear power plant,1,mothballed,pressurized water reactor,unknown,621.0,0.85,4.623966,,,,1976-07-01,14.6294,120.3138
Philippines,Asia,South-eastern Asia,Bataan,Bataan nuclear power plant,1 Repower,announced,pressurized water reactor,unknown,621.0,0.85,4.623966,2032.0,,2032,,14.6294,120.3138
Philippines,Asia,South-eastern Asia,Bataan,Bataan nuclear power plant,2,announced,unknown,unknown,579.0,0.85,4.311234,2032.0,,2032,,14.6294,120.3138
Philippines,Asia,South-eastern Asia,Bulacan,Philippines nuclear power plant,--,announced,gas-cooled reactor,STGR20,40.0,0.85,0.29784,2027.0,,2027,,15.1016516,121.1345941
Poland,Europe,Eastern Europe,Silesian Voivodeship,Dąbrowa Górnicza nuclear power plant,1,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.3869042,19.336934
Poland,Europe,Eastern Europe,Silesian Voivodeship,Dąbrowa Górnicza nuclear power plant,2,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.3869042,19.336934
Poland,Europe,Eastern Europe,Silesian Voivodeship,Dąbrowa Górnicza nuclear power plant,3,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.3869042,19.336934
Poland,Europe,Eastern Europe,Silesian Voivodeship,Dąbrowa Górnicza nuclear power plant,4,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.3869042,19.336934
Poland,Europe,Eastern Europe,Wielkopolskie,Elektrownia Jądrowa Pątnów nuclear power plant,1,announced,boiling water reactor,BWRX-300,300.0,0.85,2.2338,,,,,52.302803,18.241427
Poland,Europe,Eastern Europe,Wielkopolskie,Elektrownia Jądrowa Pątnów nuclear power plant,2,announced,boiling water reactor,BWRX-300,300.0,0.85,2.2338,,,,,52.302803,18.241427
Poland,Europe,Eastern Europe,Wielkopolskie,Elektrownia Jądrowa Pątnów nuclear power plant,3,announced,boiling water reactor,BWRX-300,300.0,0.85,2.2338,,,,,52.302803,18.241427
Poland,Europe,Eastern Europe,Wielkopolskie,Elektrownia Jądrowa Pątnów nuclear power plant,4,announced,boiling water reactor,BWRX-300,300.0,0.85,2.2338,,,,,52.302803,18.241427
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,1,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,2026.0,,2026,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,10,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,2,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,3,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,4,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,5,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,6,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,7,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,8,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Silesian Voivodeship,Katowice nuclear power plant,9,announced,small modular reactor,PWR-20,20.0,0.85,0.14892,,,,,50.2649,19.0238
Poland,Europe,Eastern Europe,Greater Poland Voivodeship,KGHM NuScale VOYGR modular nuclear power plant,1,announced,small modular reactor,NuScale,77.0,0.85,0.573342,,,,,52.3210375,17.2786248
Poland,Europe,Eastern Europe,Greater Poland Voivodeship,KGHM NuScale VOYGR modular nuclear power plant,2,announced,small modular reactor,NuScale,77.0,0.85,0.573342,,,,,52.3210375,17.2786248
Poland,Europe,Eastern Europe,Greater Poland Voivodeship,KGHM NuScale VOYGR modular nuclear power plant,3,announced,small modular reactor,NuScale,77.0,0.85,0.573342,,,,,52.3210375,17.2786248
Poland,Europe,Eastern Europe,Greater Poland Voivodeship,KGHM NuScale VOYGR modular nuclear power plant,4,announced,small modular reactor,NuScale,77.0,0.85,0.573342,,,,,52.3210375,17.2786248
Poland,Europe,Eastern Europe,Greater Poland Voivodeship,KGHM NuScale VOYGR modular nuclear power plant,5,announced,small modular reactor,NuScale,77.0,0.85,0.573342,,,,,52.3210375,17.2786248
Poland,Europe,Eastern Europe,Greater Poland Voivodeship,KGHM NuScale VOYGR modular nuclear power plant,6,announced,small modular reactor,NuScale,77.0,0.85,0.573342,,,,,52.3210375,17.2786248
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Lubiatowo-Kopalino nuclear power plant,1,pre-construction,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,2033.0,,2033,2026,54.8036,17.7881
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Lubiatowo-Kopalino nuclear power plant,2,pre-construction,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,2035.0,,2035,,54.8036,17.7881
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Lubiatowo-Kopalino nuclear power plant,3,pre-construction,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,2037.0,,2037,,54.8036,17.7881
Poland,Europe,Eastern Europe,Lesser Poland Voivodeship,Nowa Huta nuclear power plant,1,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.0656753,20.0365823
Poland,Europe,Eastern Europe,Lesser Poland Voivodeship,Nowa Huta nuclear power plant,2,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.0656753,20.0365823
Poland,Europe,Eastern Europe,Lesser Poland Voivodeship,Nowa Huta nuclear power plant,3,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.0656753,20.0365823
Poland,Europe,Eastern Europe,Lesser Poland Voivodeship,Nowa Huta nuclear power plant,4,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.0656753,20.0365823
Poland,Europe,Eastern Europe,Masovian Voivodeship,Ostrołęka nuclear power plant,1,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,53.0674009,21.5610332
Poland,Europe,Eastern Europe,Masovian Voivodeship,Ostrołęka nuclear power plant,2,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,53.0674009,21.5610332
Poland,Europe,Eastern Europe,Masovian Voivodeship,Ostrołęka nuclear power plant,3,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,53.0674009,21.5610332
Poland,Europe,Eastern Europe,Masovian Voivodeship,Ostrołęka nuclear power plant,4,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,53.0674009,21.5610332
Poland,Europe,Eastern Europe,Łódź Voivodeship,Pątnów nuclear power plant,1,announced,pressurized water reactor,APR-1400,1400.0,0.85,10.4244,2035.0,,2035,,51.1465,18.6072
Poland,Europe,Eastern Europe,Łódź Voivodeship,Pątnów nuclear power plant,2,announced,pressurized water reactor,APR-1400,1400.0,0.85,10.4244,,,,,51.1465,18.6072
Poland,Europe,Eastern Europe,Lesser Poland Voivodeship,Stawy Monowskie nuclear power plant,1,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.024621,19.3339713
Poland,Europe,Eastern Europe,Lesser Poland Voivodeship,Stawy Monowskie nuclear power plant,2,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.024621,19.3339713
Poland,Europe,Eastern Europe,Lesser Poland Voivodeship,Stawy Monowskie nuclear power plant,3,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.024621,19.3339713
Poland,Europe,Eastern Europe,Lesser Poland Voivodeship,Stawy Monowskie nuclear power plant,4,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.024621,19.3339713
Poland,Europe,Eastern Europe,Subcarpathian Voivodeship,Tarnobrzeg Special Economic Zone nuclear power plant,1,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.5243466,21.6254433
Poland,Europe,Eastern Europe,Subcarpathian Voivodeship,Tarnobrzeg Special Economic Zone nuclear power plant,2,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.5243466,21.6254433
Poland,Europe,Eastern Europe,Subcarpathian Voivodeship,Tarnobrzeg Special Economic Zone nuclear power plant,3,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.5243466,21.6254433
Poland,Europe,Eastern Europe,Subcarpathian Voivodeship,Tarnobrzeg Special Economic Zone nuclear power plant,4,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,50.5243466,21.6254433
Poland,Europe,Eastern Europe,Kuyavian-Pomeranian Voivodeship,Włocławek nuclear power plant,1,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,52.6718091,19.0537634
Poland,Europe,Eastern Europe,Kuyavian-Pomeranian Voivodeship,Włocławek nuclear power plant,2,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,52.6718091,19.0537634
Poland,Europe,Eastern Europe,Kuyavian-Pomeranian Voivodeship,Włocławek nuclear power plant,3,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,52.6718091,19.0537634
Poland,Europe,Eastern Europe,Kuyavian-Pomeranian Voivodeship,Włocławek nuclear power plant,4,announced,small modular reactor,BWRX-300,300.0,0.85,2.2338,,,,,52.6718091,19.0537634
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Zarnowiec nuclear power plant,1,shelved,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,54.7432,18.0868
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Zarnowiec nuclear power plant,2,shelved,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,54.7432,18.0868
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Zarnowiec nuclear power plant,3,shelved,pressurized water reactor,AP-1000,1250.0,0.85,9.3075,,,,,54.7432,18.0868
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Zarnowiec Original nuclear power plant,1,cancelled,pressurized water reactor,VVER V-440,465.0,0.85,3.46239,,,,1984,54.7428,18.0892
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Zarnowiec Original nuclear power plant,2,cancelled,pressurized water reactor,VVER V-440,465.0,0.85,3.46239,,,,1984,54.7428,18.0892
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Zarnowiec Original nuclear power plant,3,cancelled,pressurized water reactor,VVER V-440,465.0,0.85,3.46239,,,,,54.7428,18.0892
Poland,Europe,Eastern Europe,Pomeranian Voivodeship,Zarnowiec Original nuclear power plant,4,cancelled,pressurized water reactor,VVER V-440,465.0,0.85,3.46239,,,,,54.7428,18.0892
Puerto Rico,Americas,Latin America and the Caribbean,Puerto Rico,Boiling Nuclear Superheater (BONUS) nuclear power plant,--,retired,boiling water reactor,Superheater,18.0,0.85,0.134028,1965.0,1968.0,1965-09-01,1960-01-01,18.3652,-67.2687
Puerto Rico,Americas,Latin America and the Caribbean,Puerto Rico,North Coast nuclear power plant,1,cancelled,pressurized water reactor,unknown,583.0,0.85,4.341018,,,,,18.4872,-66.5966
Romania,Europe,Eastern Europe,,Cernavodă nuclear power plant,1,operating,pressurized heavy water reactor,CANDU 6,706.0,0.9,5.566104,1996.0,,1996-12-02,1983-03-31,44.3205,28.0598
Romania,Europe,Eastern Europe,,Cernavodă nuclear power plant,2,operating,pressurized heavy water reactor,CANDU 6,705.0,0.9,5.55822,2007.0,,2007-11-01,1983-07-01,44.3218,28.0586
Romania,Europe,Eastern Europe,,Cernavodă nuclear power plant,3,pre-construction,pressurized heavy water reactor,CANDU 6,720.0,0.85,5.36112,2031.0,,2031,2024,44.32401,28.0561
Romania,Europe,Eastern Europe,,Cernavodă nuclear power plant,4,pre-construction,pressurized heavy water reactor,CANDU 6,720.0,0.85,5.36112,2032.0,,2032,,44.3229,28.0573
Romania,Europe,Eastern Europe,,Cernavodă nuclear power plant,5,cancelled,pressurized heavy water reactor,CANDU 6,706.0,0.85,5.256876,,,,1980,44.3249,28.0543
Romania,Europe,Eastern Europe,Wallachia,Doicești nuclear power plant,1,pre-construction,small modular reactor,NuScale,77.0,0.85,0.573342,2030.0,,2030,,44.9967,25.3672
Romania,Europe,Eastern Europe,Wallachia,Doicești nuclear power plant,2,pre-construction,small modular reactor,NuScale,77.0,0.85,0.573342,2030.0,,2030,,44.9967,25.3672
Romania,Europe,Eastern Europe,Wallachia,Doicești nuclear power plant,3,pre-construction,small modular reactor,NuScale,77.0,0.85,0.573342,2030.0,,2030,,44.9967,25.3672
Romania,Europe,Eastern Europe,Wallachia,Doicești nuclear power plant,4,pre-construction,small modular reactor,NuScale,77.0,0.85,0.573342,2030.0,,2030,,44.9967,25.3672
Romania,Europe,Eastern Europe,Wallachia,Doicești nuclear power plant,5,pre-construction,small modular reactor,NuScale,77.0,0.85,0.573342,2030.0,,2030,,44.9967,25.3672
Romania,Europe,Eastern Europe,Wallachia,Doicești nuclear power plant,6,pre-construction,small modular reactor,NuScale,77.0,0.85,0.573342,2030.0,,2030,,44.9967,25.3672
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Akademik Lomonosov nuclear power plant,1,operating,pressurized water reactor,KLT-40S 'Floating',35.0,0.9,0.27594,2020.0,,2020-05-22,2007-04-15,69.7086,170.3011
Russia,Europe,Eastern Europe,Chukotka Autonomous Okrug,Akademik Lomonosov nuclear power plant,2,operating,pressurized water reactor,KLT-40S 'Floating',35.0,0.9,0.27594,2020.0,,2020-05-22,2007-04-15,69.7086,170.3011
Russia,Europe,Eastern Europe,Kaluga Oblast,Atomic Power Station 1 Obninsk nuclear power plant,--,retired,light water graphite reactor,AM-1,6.0,0.85,0.044676,1954.0,2002.0,1954-12-01,1951-01-01,55.08901,36.5912
Russia,Europe,Eastern Europe,Saratov Oblast,Balakovo nuclear power plant,1,operating,pressurized water reactor,VVER V-320,1000.0,0.9,7.884,1986.0,,1986-05-23,1980-12-01,52.0928,47.9539
Russia,Europe,Eastern Europe,Saratov Oblast,Balakovo nuclear power plant,2,operating,pressurized water reactor,VVER V-320,1000.0,0.9,7.884,1988.0,,1988-01-18,1981-08-01,52.0928,47.9539
Russia,Europe,Eastern Europe,Saratov Oblast,Balakovo nuclear power plant,3,operating,pressurized water reactor,VVER V-320,1000.0,0.9,7.884,1989.0,,1989-04-08,1982-11-01,52.0928,47.9539
Russia,Europe,Eastern Europe,Saratov Oblast,Balakovo nuclear power plant,4,operating,pressurized water reactor,VVER V-320,1000.0,0.9,7.884,1993.0,,1993-12-22,1984-04-01,52.0928,47.9539
Russia,Europe,Eastern Europe,,Balakovo nuclear power plant,5,cancelled - inferred 4 y,pressurized water reactor,VVER V-1000,950.0,0.85,7.0737,,,,1987,52.0928,47.9539
Russia,Europe,Eastern Europe,,Balakovo nuclear power plant,6,cancelled - inferred 4 y,pressurized water reactor,VVER V-1000,950.0,0.85,7.0737,,,,1988,52.0928,47.9539
Russia,Europe,Eastern Europe,Kaliningrad,Baltiyskaya nuclear power plant,1,cancelled - inferred 4 y,pressurized water reactor,VVER-1200/V-491,1194.0,0.85,8.890524,,,,2012-02-22,54.9374,22.1636
Russia,Europe,Eastern Europe,Kaliningrad,Baltiyskaya nuclear power plant,2,cancelled - inferred 4 y,pressurized water reactor,VVER-1200/V-491,1170.0,0.85,8.71182,,,,,54.9374,22.1636
Russia,Europe,Eastern Europe,Bashkortostan,Bashkir nuclear power plant,1,cancelled,pressurized water reactor,VVER V-510,1255.0,0.85,9.34473,,,,,55.8852,53.9889
Russia,Europe,Eastern Europe,Bashkortostan,Bashkir nuclear power plant,2,cancelled,pressurized water reactor,VVER V-510,1255.0,0.85,9.34473,,,,,55.8852,53.9889
Russia,Europe,Eastern Europe,Bashkortostan,Bashkir nuclear power plant,3,cancelled,pressurized water reactor,unknown,950.0,0.85,7.0737,,,,,55.8852,53.9889
Russia,Europe,Eastern Europe,Bashkortostan,Bashkir nuclear power plant,4,cancelled,pressurized water reactor,unknown,950.0,0.85,7.0737,,,,,55.8852,53.9889
Russia,Europe,Eastern Europe,Sverdlovsk Oblast,Beloyarsk nuclear power plant,1,retired,light water graphite reactor,AMB-100,108.0,0.85,0.804168,1964.0,1983.0,1964-04-26,1958-06-01,56.8417,61.3225
